PRIORITA,SCORE,TIPO_OPPORTUNITA,TARGET,FASE_PROGETTO,OBIETTIVO_COMMERCIALE,COMUNE,FONTE,TITOLO,PREZZO,PREZZO_PRECEDENTE,RIBASSI,INDIZIO_INSERZIONISTA,STATO,PRIMA_RILEVAZIONE,ULTIMO_CONTROLLO,MOTIVI,PDF_DA_VERIFICARE,URL,CONTATTO_PRONTO,CONTATTI_PUBBLICI,FONTE_CONTATTO,CROSS_MATCH,NOME_INSERZIONISTA,RICERCA_PUBBLICA,VIA_RADAR,INDIRIZZI_ZONA,AZIONE_ZONA,DOVE_ANDRE,COSA_CERCO,PREZZO_OPERATIVO,ISTRUZIONE_OPERATIVA,F1_INDIRIZZO_REMOTO_URL,MASTER_660_ID,TIPOLOGIA_REALE_INFERITA,ASTA_RILEVATA,STATO_INDIRIZZO_MASTER,MASTER_PRESERVATO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Collegno,Immobiliare.it,Vendita Appartamento Collegno. Trilocale in via Giorgio La Pira 5 ...,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.079921+00:00,2026-08-28T10:58:40.670642+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/131303452/,NO,,,0,,NON_ESEGUITA,,,,via Giorgio La Pira 5,Vendita Appartamento Collegno. Trilocale in via Giorgio La Pira 5,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-E64D4C5A548022C4&comune=Collegno&provincia=TO&via=via+Giorgio+La+Pira&civico=5&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F131303452%2F&titolo=Vendita+Appartamento+Collegno.+Trilocale+in+via+Giorgio+La+Pira+5+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=,476,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Collegno,Immobiliare.it,Vendita Appartamento Collegno. Quadrilocale in via Podgora 12. Ottimo ...,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.079927+00:00,2026-08-28T10:58:40.670636+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/130165128/,NO,,,0,,NON_ESEGUITA,,,,via Podgora 12,Vendita Appartamento Collegno. Quadrilocale in via Podgora 12. Ottimo,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-CFFEA28E24B42A7D&comune=Collegno&provincia=TO&via=via+Podgora&civico=12&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F130165128%2F&titolo=Vendita+Appartamento+Collegno.+Quadrilocale+in+via+Podgora+12.+Ottimo+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=,477,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Collegno,Immobiliare.it,Vendita Appartamento Collegno. Trilocale in via Vincenzo Gioberti ...,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.079932+00:00,2026-08-28T10:58:40.670622+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/131509758/,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Vendita Appartamento Collegno. Trilocale in via Vincenzo Gioberti,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,478,APPARTAMENTO,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Collegno,Immobiliare.it,Vendita Appartamento Collegno. Quadrilocale in corso palmiro togliatti ...,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.079945+00:00,2026-08-28T10:58:40.670609+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/130278486/,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Vendita Appartamento Collegno. Quadrilocale in corso palmiro togliatti,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,479,APPARTAMENTO,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Collegno,Immobiliare.it,Vendita Appartamento Collegno. Bilocale in via Avigliana 13. Nuovo ...,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.079957+00:00,2026-08-28T10:58:40.669889+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/130994920/,NO,,,0,,ESEGUITA,via Avigliana,via Avigliana 13,VAI IN ZONA,via Avigliana 13,Vendita Appartamento Collegno. Bilocale in via Avigliana 13. Nuovo,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-CA0DA030B717E336&comune=Collegno&provincia=TO&via=via+Avigliana&civico=13&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F130994920%2F&titolo=Vendita+Appartamento+Collegno.+Bilocale+in+via+Avigliana+13.+Nuovo+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=,480,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Condove,Tipologie residenziali,Rustico in vendita a Condove Cod. 34221003-2080,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.079975+00:00,2026-08-28T10:58:40.670672+00:00,monitoraggio base,,https://www.fcimmobiliare.it/i-672099-vendita-rustico-condove/,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Rustico in vendita a Condove Cod. 34221003-2080,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,481,RUSTICO_CASALE_BAITA,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Condove,Immobiliare.it,Vendita Terratetto unifamiliare in Borgata Belle Fugera Condove. Da ...,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.079981+00:00,2026-08-28T10:58:40.670717+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/131400328/,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Vendita Terratetto unifamiliare in Borgata Belle Fugera Condove. Da,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,482,CASA_INDIPENDENTE_TERRATETTO,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Condove,Immobiliare.it,"Vendita Rustico in Borgata Belle Fugera 11 Condove. Buono stato, 122 m² ...",,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.079986+00:00,2026-08-28T10:58:40.670724+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/130667076/,NO,,,0,,NON_ESEGUITA,,,,Borgata Belle Fugera 11,"Vendita Rustico in Borgata Belle Fugera 11 Condove. Buono stato, 122 m²",PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-C7BA714E47132ECC&comune=Condove&provincia=TO&via=Borgata+Belle+Fugera&civico=11&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F130667076%2F&titolo=Vendita+Rustico+in+Borgata+Belle+Fugera+11+Condove.+Buono+stato%2C+122+m%C2%B2+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=,483,RUSTICO_CASALE_BAITA,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Condove,Immobiliare.it,Vendita Rustico in Strada Comunale Condove-Mocchie 39 Condove. Da ...,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.079992+00:00,2026-08-28T10:58:40.670731+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/130817214/,NO,,,0,,NON_ESEGUITA,,,,Strada Comunale Condove-Mocchie 39,Vendita Rustico in Strada Comunale Condove-Mocchie 39 Condove. Da,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-D0BA81AC1FF6B15C&comune=Condove&provincia=TO&via=Strada+Comunale+Condove-Mocchie&civico=39&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F130817214%2F&titolo=Vendita+Rustico+in+Strada+Comunale+Condove-Mocchie+39+Condove.+Da+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=,484,RUSTICO_CASALE_BAITA,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Condove,Immobiliare.it,Vendita Terratetto unifamiliare in Borgata Alotti Condove. Buono stato ...,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.080004+00:00,2026-08-28T10:58:40.670744+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/124174757/,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Vendita Terratetto unifamiliare in Borgata Alotti Condove. Buono stato,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,485,CASA_INDIPENDENTE_TERRATETTO,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Condove,Immobiliare.it,"Appartamento all'asta via G. Matteotti, Condove",,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.080009+00:00,2026-08-28T10:58:40.670750+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/131981672/,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,"Appartamento all'asta via G. Matteotti, Condove",PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,486,APPARTAMENTO,SI,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Condove,Immobiliare.it,Vendita Appartamento Sant'Antonino di Susa. Trilocale in via Superga 43 ...,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.080014+00:00,2026-08-28T10:58:40.670756+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/127962114/,NO,,,0,,NON_ESEGUITA,,,,via Superga 43,Vendita Appartamento Sant'Antonino di Susa. Trilocale in via Superga 43,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-E3EDCE2F50206493&comune=Condove&provincia=TO&via=via+Superga&civico=43&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F127962114%2F&titolo=Vendita+Appartamento+Sant%27Antonino+di+Susa.+Trilocale+in+via+Superga+43+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=,487,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Condove,Immobiliare.it,"Asta per appartamento, via Leopardi, Centro Condove, rif. 131978636 ...",,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.080020+00:00,2026-08-28T10:58:40.670762+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/131978636/,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,"Asta per appartamento, via Leopardi, Centro Condove, rif. 131978636",PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,488,APPARTAMENTO,SI,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaglione,Idealista,"Baita/chalet in vendita in Frazione Rastella, 34 - idealista",,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.080041+00:00,2026-08-28T10:58:40.670782+00:00,monitoraggio base,,https://www.idealista.it/immobile/24663313/,NO,,,0,,NON_ESEGUITA,,,,"Frazione Rastella, 34","Baita/chalet in vendita in Frazione Rastella, 34 - idealista",PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-B5F02E5E64E1D339&comune=Giaglione&provincia=TO&via=Frazione+Rastella&civico=34&url=https%3A%2F%2Fwww.idealista.it%2Fimmobile%2F24663313%2F&titolo=Baita%2Fchalet+in+vendita+in+Frazione+Rastella%2C+34+-+idealista&segnale=monitoraggio+base&fonte=Idealista&telefono=&telefono_fonte=,489,RUSTICO_CASALE_BAITA,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaglione,Casa.it,Casa indipendente in Vendita in Frazione San Giovanni a Giaglione,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.080053+00:00,2026-08-28T10:58:40.670788+00:00,monitoraggio base,,https://www.casa.it/immobili/52309620/,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Casa indipendente in Vendita in Frazione San Giovanni a Giaglione,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,490,CASA_INDIPENDENTE_TERRATETTO,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaveno,Immobiliare.it,Vendita Appartamento Giaveno. Trilocale in via san michele 61. Buono ...,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.080103+00:00,2026-08-28T10:58:40.670824+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/131876920/,NO,,,0,,NON_ESEGUITA,,,,via san michele 61,Vendita Appartamento Giaveno. Trilocale in via san michele 61. Buono,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-6ED45A6253B7A0A7&comune=Giaveno&provincia=TO&via=via+san+michele&civico=61&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F131876920%2F&titolo=Vendita+Appartamento+Giaveno.+Trilocale+in+via+san+michele+61.+Buono+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=,491,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaveno,Immobiliare.it,Vendita Villa plurifamiliare in via genolino 57 Giaveno. Buono stato ...,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.080108+00:00,2026-08-28T10:58:40.670863+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/124432485/,NO,,,0,,NON_ESEGUITA,,,,via genolino 57,Vendita Villa plurifamiliare in via genolino 57 Giaveno. Buono stato,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-21405638C5F6C4F7&comune=Giaveno&provincia=TO&via=via+genolino&civico=57&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F124432485%2F&titolo=Vendita+Villa+plurifamiliare+in+via+genolino+57+Giaveno.+Buono+stato+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=,492,VILLA,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaveno,Immobiliare.it,Vendita Appartamento Giaveno. Trilocale in piazza san rocco 6. Buono ...,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.080113+00:00,2026-08-28T10:58:40.670831+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/118506353/,NO,,,0,,NON_ESEGUITA,,,,piazza san rocco 6,Vendita Appartamento Giaveno. Trilocale in piazza san rocco 6. Buono,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-AB5F09526069A030&comune=Giaveno&provincia=TO&via=piazza+san+rocco&civico=6&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F118506353%2F&titolo=Vendita+Appartamento+Giaveno.+Trilocale+in+piazza+san+rocco+6.+Buono+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=,493,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaveno,Immobiliare.it,Vendita Appartamento Giaveno. Trilocale in via Garnier Valletti 3 ...,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.080119+00:00,2026-08-28T10:58:40.670838+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/129690260/,NO,,,0,,NON_ESEGUITA,,,,via Garnier Valletti 3,Vendita Appartamento Giaveno. Trilocale in via Garnier Valletti 3,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-FED0EACBDB2324AB&comune=Giaveno&provincia=TO&via=via+Garnier+Valletti&civico=3&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F129690260%2F&titolo=Vendita+Appartamento+Giaveno.+Trilocale+in+via+Garnier+Valletti+3+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=,494,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaveno,Immobiliare.it,Vendita Appartamento Giaveno. Trilocale in via San Luigi 50. Nuovo ...,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.080124+00:00,2026-08-28T10:58:40.670850+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/127915862/,NO,,,0,,NON_ESEGUITA,,,,via San Luigi 50,Vendita Appartamento Giaveno. Trilocale in via San Luigi 50. Nuovo,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-CEAFC0EF709DB28D&comune=Giaveno&provincia=TO&via=via+San+Luigi&civico=50&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F127915862%2F&titolo=Vendita+Appartamento+Giaveno.+Trilocale+in+via+San+Luigi+50.+Nuovo+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=,495,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaveno,Immobiliare.it,Vendita Appartamento Giaveno. Trilocale in via martiri della libertà 5 ...,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.080130+00:00,2026-08-28T10:58:40.670844+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/123612449/,NO,,,0,,NON_ESEGUITA,,,,via martiri della libertà 5,Vendita Appartamento Giaveno. Trilocale in via martiri della libertà 5,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-80AAB5B6E1FC5AE2&comune=Giaveno&provincia=TO&via=via+martiri+della+libert%C3%A0&civico=5&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F123612449%2F&titolo=Vendita+Appartamento+Giaveno.+Trilocale+in+via+martiri+della+libert%C3%A0+5+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=,496,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaveno,Immobiliare.it,Vendita Villa unifamiliare in via colle del vento 59 Giaveno. Nuova ...,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.080136+00:00,2026-08-28T05:06:35.530692+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/119350083/,NO,,,0,,NON_ESEGUITA,,,,via colle del vento 59,Vendita Villa unifamiliare in via colle del vento 59 Giaveno. Nuova,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-92139A4F6097EABA&comune=Giaveno&provincia=TO&via=via+colle+del+vento&civico=59&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F119350083%2F&titolo=Vendita+Villa+unifamiliare+in+via+colle+del+vento+59+Giaveno.+Nuova+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=,497,VILLA,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaveno,Immobiliare.it,Vendita Appartamento in via Canonico Pio Rolla 17. Giaveno. Buono stato ...,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.080155+00:00,2026-08-28T10:58:40.670857+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/128104366/,NO,,,0,,NON_ESEGUITA,,,,via Canonico Pio Rolla 17,Vendita Appartamento in via Canonico Pio Rolla 17. Giaveno. Buono stato,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-B6B763A29FA3C3D0&comune=Giaveno&provincia=TO&via=via+Canonico+Pio+Rolla&civico=17&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F128104366%2F&titolo=Vendita+Appartamento+in+via+Canonico+Pio+Rolla+17.+Giaveno.+Buono+stato+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=,498,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaveno,Immobiliare.it,Vendita Terratetto unifamiliare in Borgata Verna 61 Giaveno. Ottimo ...,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.080161+00:00,2026-08-28T05:06:35.530697+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/119442703/,NO,,,0,,NON_ESEGUITA,,,,Borgata Verna 61,Vendita Terratetto unifamiliare in Borgata Verna 61 Giaveno. Ottimo,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-8095FAD49FE4175B&comune=Giaveno&provincia=TO&via=Borgata+Verna&civico=61&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F119442703%2F&titolo=Vendita+Terratetto+unifamiliare+in+Borgata+Verna+61+Giaveno.+Ottimo+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=,499,CASA_INDIPENDENTE_TERRATETTO,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Grugliasco,Immobiliare.it,Vendita Appartamento Grugliasco. Trilocale in Strada della Pronda 165 ...,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.080231+00:00,2026-08-28T10:58:40.670953+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/124222393/,NO,,,0,,NON_ESEGUITA,,,,Strada della Pronda 165,Vendita Appartamento Grugliasco. Trilocale in Strada della Pronda 165,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-C899DE4CA4BFD685&comune=Grugliasco&provincia=TO&via=Strada+della+Pronda&civico=165&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F124222393%2F&titolo=Vendita+Appartamento+Grugliasco.+Trilocale+in+Strada+della+Pronda+165+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=,500,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Grugliasco,Immobiliare.it,Vendita Appartamento Grugliasco. Trilocale in via Silvio Allason 20/7 ...,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.080236+00:00,2026-08-28T10:58:40.670966+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/127997782/,NO,,,0,,NON_ESEGUITA,,,,via Silvio Allason 20/7,Vendita Appartamento Grugliasco. Trilocale in via Silvio Allason 20/7,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-DA907781B303C820&comune=Grugliasco&provincia=TO&via=via+Silvio+Allason&civico=20%2F7&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F127997782%2F&titolo=Vendita+Appartamento+Grugliasco.+Trilocale+in+via+Silvio+Allason+20%2F7+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=,501,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Grugliasco,Immobiliare.it,Vendita Appartamento Grugliasco. Bilocale in corso Adriatico. Buono ...,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.080241+00:00,2026-08-28T10:58:40.670947+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/128520118/,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Vendita Appartamento Grugliasco. Bilocale in corso Adriatico. Buono,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,502,APPARTAMENTO,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Grugliasco,Immobiliare.it,Vendita Appartamento Grugliasco. Bilocale in via Crea 43. Da ...,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.080247+00:00,2026-08-28T10:58:40.670986+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/131263920/,NO,,,0,,NON_ESEGUITA,,,,via Crea 43,Vendita Appartamento Grugliasco. Bilocale in via Crea 43. Da,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-70D3E11E2AA8D20C&comune=Grugliasco&provincia=TO&via=via+Crea&civico=43&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F131263920%2F&titolo=Vendita+Appartamento+Grugliasco.+Bilocale+in+via+Crea+43.+Da+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=,503,APPARTAMENTO,NO,CON_CIVICO,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Grugliasco,Immobiliare.it,Vendita Appartamento Grugliasco. Trilocale in viale Fabrizio De Andrè ...,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.080252+00:00,2026-08-28T10:58:40.670960+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/127295393/,NO,,,0,,NON_ESEGUITA,,,,INDIRIZZO DA VERIFICARE,Vendita Appartamento Grugliasco. Trilocale in viale Fabrizio De Andrè,PREZZO DA VERIFICARE,APRI FONTE E VERIFICA INDIRIZZO,,504,APPARTAMENTO,NO,DA_VERIFICARE,SI
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Grugliasco,Immobiliare.it,Vendita Appartamento Grugliasco. Quadrilocale in via Severino Doppi 31 ...,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.080266+00:00,2026-08-28T10:58:40.671009+00:00,monitoraggio base,,https://www.immobiliare.it/annunci/125581333/,NO,,,0,,NON_ESEGUITA,,,,via Severino Doppi 31,Vendita Appartamento Grugliasco. Quadrilocale in via Severino Doppi 31,PREZZO DA VERIFICARE,VAI IN ZONA,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-E6C7BE47B42DCC88&comune=Grugliasco&provincia=TO&via=via+Severino+Doppi&civico=31&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F125581333%2F&titolo=Vendita+Appartamento+Grugliasco.+Quadrilocale+in+via+Severino+Doppi+31+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=,505,APPARTAMENTO,NO,CON_CIVICO,SI
